title,domestic_revenue,international_reveneue,world_revenue,distributor,opening_revenue,opening_theaters,budget,MPAA,genres,release_days
On Wings of Eagles,"$5,975",N/A,"$5,975",Archstone Distribution,N/A,10 theaters,N/A,PG-13,"Drama, History, Sport, War","Nov 3, 2017"
Dying to Know: Ram Dass & Timothy Leary,"$16,397",N/A,"$16,397",GathrFilms,N/A,3 theaters,N/A,N/A,"Biography, Documentary, History, News","Jan 23, 2017"
The Fuzz,"$6,067",N/A,"$6,067",Indican Pictures,"$2,236",2 theaters,N/A,N/A,Crime,"Jul 21, 2017"
Arise from Darkness,"$6,112",N/A,"$6,112",Indican Pictures,N/A,1 theater,N/A,N/A,"Drama, Thriller","Jan 6, 2017"
Chosen,"$9,283",$253,"$9,536",Medallion Releasing,"$2,449",3 theaters,N/A,R,"Drama, War","Dec 16, 2016"
In the Steps of Trisha Brown,"$6,230",N/A,"$6,230",Icarus Films,"$1,232",4 theaters,N/A,N/A,Documentary,"Feb 7, 2017"
The Skyjacker's Tale,"$6,253",N/A,"$6,253",Strand Releasing,"$1,097",2 theaters,N/A,N/A,Documentary,"Jun 30, 2017"
Inseparables,"$6,258","$1,858,347","$1,864,605",Film Movement,N/A,1 theater,N/A,N/A,"Comedy, Drama","Oct 15, 2017"
The Last Rampage,"$6,294","$6,650","$12,944",Epic Pictures Group,"$3,054",18 theaters,N/A,R,"Action, Crime, Drama, Mystery, Thriller","Sep 22, 2017"
Scum,"$6,461",N/A,"$6,461",Kino Lorber,"$1,948",1 theater,N/A,N/A,"Crime, Drama","Jun 16, 2017"
The Pathological Optimist,"$11,222",N/A,"$11,222",The Film Arcade,"$5,946",2 theaters,N/A,N/A,"Biography, Documentary","Sep 29, 2017"
Elizabeth Blue,"$6,542",N/A,"$6,542",Global Digital Releasing,"$2,948",10 theaters,N/A,PG-13,Drama,"Sep 22, 2017"
The Persian Connection,"$6,634",N/A,"$6,634",The Samuel Goldwyn Company,"$6,634",1 theater,N/A,N/A,"Action, Crime, Mystery, Thriller","Jul 14, 2017"
Suntan,"$6,643","$150,624","$157,267",Strand Releasing,"$1,629",1 theater,N/A,N/A,Drama,"Mar 10, 2017"
Footnotes,"$6,660",N/A,"$6,660",Monument Releasing,"$5,900",2 theaters,N/A,N/A,"Comedy, Musical","Jul 14, 2017"
Harry Benson: Shoot First,"$18,092",N/A,"$18,092",Magnolia Pictures,"$4,798",6 theaters,N/A,N/A,Documentary,"Dec 9, 2016"
A Kind of Loving,"$6,912",N/A,"$6,912",Rialto Pictures,"$3,278",1 theater,N/A,N/A,"Drama, Romance","Apr 7, 2017"
The Jazz Funeral,"$7,103",N/A,"$7,103",Indican Pictures,"$3,792",2 theaters,N/A,N/A,Drama,"Mar 10, 2017"
Another WolfCop,"$7,285",N/A,"$7,285",Parade Deck Films,"$5,890",6 theaters,N/A,N/A,"Comedy, Fantasy, Horror","Dec 1, 2017"
Big Time,"$7,347",N/A,"$7,347",Abramorama,"$7,347",2 theaters,N/A,N/A,Documentary,"Dec 1, 2017"
Birthright: A War Story,"$7,519",N/A,"$7,519",Abramorama,"$3,006",1 theater,N/A,N/A,Documentary,"Jul 14, 2017"
The Wrong Light,"$7,553",N/A,"$7,553",The Cinema Guild,"$5,429",1 theater,N/A,N/A,Documentary,"Jul 14, 2017"
Overdrive,"$7,793","$9,642,759","$9,650,552",Vertical Entertainment,"$4,797",20 theaters,N/A,PG-13,"Action, Thriller","Oct 6, 2017"
Maurizio Cattelan: Be Right Back,"$7,706",N/A,"$7,706",Bond/360,N/A,2 theaters,N/A,N/A,Documentary,"Apr 14, 2017"
The Ballad of Lefty Brown,"$7,856",N/A,"$7,856",A24,"$5,559",2 theaters,N/A,R,"Action, Drama, Western","Dec 15, 2017"
From Nowhere,"$8,109",N/A,"$8,109",FilmRise,"$5,408",2 theaters,N/A,N/A,Drama,"Feb 17, 2017"
Swept Away,"$7,876",N/A,"$7,876",Kino Lorber,"$1,011",2 theaters,N/A,N/A,"Adventure, Comedy, Drama","Apr 14, 2017"
Served Like a Girl,"$8,290",N/A,"$8,290",Entertainment Studios Motion Pictures,"$1,844",8 theaters,N/A,N/A,Documentary,"Aug 25, 2017"
Natasha,"$8,325",N/A,"$8,325",Menemsha Films,"$8,325",1 theater,N/A,N/A,Drama,"Apr 28, 2017"
Mr. Chibbs,"$8,302",N/A,"$8,302",Abramorama,"$3,163",1 theater,N/A,N/A,Documentary,"May 3, 2017"
We Are the Flesh,"$8,438",N/A,"$8,438",Arrow Films,$835,3 theaters,N/A,N/A,"Drama, Fantasy, Horror","Jan 13, 2017"
The Eyes,"$9,104",N/A,"$9,104",Parade Deck Films,"$2,075",3 theaters,N/A,N/A,"Crime, Drama, Mystery, Thriller","Apr 7, 2017"
Irreplaceable,"$8,494","$15,122,418","$15,130,912",Distrib Films,"$1,443",3 theaters,N/A,N/A,"Comedy, Drama","Feb 2, 2017"
Inspector Maigret,"$8,528",N/A,"$8,528",Kino Lorber,"$2,556",1 theater,N/A,N/A,"Crime, Drama","Oct 20, 2017"
Félicité,"$12,433","$253,062","$265,495",Strand Releasing,"$1,713",5 theaters,N/A,N/A,"Drama, Music","Oct 27, 2017"
Amnesia,"$8,700",N/A,"$8,700",Film Movement,"$1,202",2 theaters,N/A,N/A,Drama,"Jul 21, 2017"
Painted Woman,"$10,298",N/A,"$10,298",Amor Media,N/A,4 theaters,N/A,N/A,"Romance, Western","Nov 10, 2017"
Lycan,"$9,110",N/A,"$9,110",Parade Deck Films,"$4,970",5 theaters,N/A,N/A,"Horror, Thriller","Aug 18, 2017"
Thirst Street,"$9,129",N/A,"$9,129",The Samuel Goldwyn Company,"$1,737",3 theaters,N/A,N/A,"Comedy, Drama, Romance","Sep 22, 2017"
Remember the Goal,"$119,100",N/A,"$119,100",Five & Two Pictures,"$70,136",77 theaters,N/A,PG,Drama,"Aug 26, 2016"
The Fiancé,"$23,986",N/A,"$23,986",Indican Pictures,"$4,812",4 theaters,N/A,N/A,Horror,"Nov 11, 2016"
Machines,"$9,710","$4,621","$14,331",Kino Lorber,"$2,838",1 theater,N/A,N/A,Documentary,"Aug 9, 2017"
Pelle the Conqueror,"$9,757",N/A,"$9,757",Film Movement,"$1,676",4 theaters,N/A,PG-13,Drama,"Feb 24, 2017"
Amelia 2.0,"$10,233",N/A,"$10,233",TriCoast Worldwide,"$7,836",1 theater,N/A,N/A,"Drama, Romance, Sci-Fi","Aug 4, 2017"
The Sunshine Makers,"$10,042",N/A,"$10,042",FilmRise,"$1,874",7 theaters,N/A,N/A,"Documentary, History","Jan 20, 2017"
Harry & Snowman,"$561,460","$17,360","$578,820",FilmRise,"$56,842",25 theaters,N/A,N/A,"Biography, Documentary, Drama, Sport","Sep 30, 2016"
Clarence,"$10,495",N/A,"$10,495",Indican Pictures,"$5,004",2 theaters,N/A,N/A,Documentary,"Sep 1, 2017"
Lovesong,"$10,626",N/A,"$10,626",Strand Releasing,"$1,718",3 theaters,N/A,N/A,"Drama, Romance","Feb 17, 2017"
In Search of Fellini,"$12,772","$12,497","$25,269",AMBI Distribution,"$10,796",3 theaters,N/A,R,"Drama, Romance","Sep 15, 2017"
Permanent,"$12,847",N/A,"$12,847",Magnolia Pictures,"$5,722",8 theaters,N/A,PG-13,Comedy,"Dec 15, 2017"
The Challenge,"$11,043",N/A,"$11,043",Kino Lorber,"$2,171",5 theaters,N/A,N/A,Documentary,"Sep 8, 2017"
Porto,"$15,126","$75,723","$90,849",Kino Lorber,"$2,090",2 theaters,N/A,N/A,"Drama, Romance","Nov 17, 2017"
Ugetsu,"$11,197","$13,762","$24,959",Janus Films,"$6,154",1 theater,N/A,N/A,"Drama, Fantasy, War","Mar 1, 2017"
Mifune: The Last Samurai,"$62,279",N/A,"$62,279",Strand Releasing,"$4,296",9 theaters,N/A,N/A,"Biography, Documentary","Nov 25, 2016"
Saigon Bodyguards,"$11,314",N/A,"$11,314",CJ Entertainment,"$2,252",2 theaters,N/A,N/A,"Action, Adventure, Comedy","Feb 3, 2017"
I Can Speak,"$63,239","$23,961,205","$24,024,444",CJ Entertainment,N/A,2 theaters,N/A,N/A,"Comedy, Drama","Sep 22, 2017"
Beside Bowie: The Mick Ronson Story,"$11,400",N/A,"$11,400",Parade Deck Films,"$2,100",2 theaters,N/A,N/A,Documentary,"Aug 25, 2017"
The Son of Joseph,"$30,588","$8,186","$38,774",Kino Lorber,N/A,3 theaters,N/A,N/A,Drama,"Sep 29, 2016"
Dead Awake,"$11,528","$10,147","$21,675",FilmRise,"$8,834",12 theaters,N/A,N/A,"Drama, Horror, Mystery, Thriller","May 12, 2017"
Sweet Virginia,"$11,753","$2,972","$14,725",IFC Films,"$5,183",8 theaters,N/A,R,"Action, Drama, Thriller","Nov 17, 2017"
Frank Serpico,"$11,925",N/A,"$11,925",IFC Films,"$2,283",6 theaters,N/A,N/A,"Biography, Documentary","Nov 1, 2017"
The Magnificent Seven,"$93,432,655","$68,927,981","$162,360,636",Sony Pictures Entertainment (SPE),"$34,703,397","3,696 theaters","$90,000,000",PG-13,"Action, Adventure, Western","Sep 23, 2016"
Staying Vertical,"$12,158","$444,113","$456,271",Strand Releasing,"$4,240",4 theaters,N/A,N/A,"Comedy, Drama","Jan 20, 2017"
Blind,"$12,522","$85,758","$98,280",Vertical Entertainment,"$12,522",14 theaters,N/A,R,"Drama, Romance","Jul 14, 2017"
Seven Beauties,"$12,408",N/A,"$12,408",Kino Lorber,"$1,536",2 theaters,N/A,N/A,"Comedy, Drama, War","Apr 14, 2017"
Keep Quiet,"$50,451",N/A,"$50,451",Kino Lorber,"$6,500",3 theaters,N/A,N/A,Documentary,"Feb 17, 2017"
Heal,"$12,668",N/A,"$12,668",Paladin,"$12,668",1 theater,N/A,N/A,Documentary,"Oct 20, 2017"
4 Days in France,"$12,273",N/A,"$12,273",The Cinema Guild,"$3,728",2 theaters,N/A,N/A,"Comedy, Drama, Romance","Aug 4, 2017"
Junction 48,"$12,795",N/A,"$12,795",The Orchard,"$5,516",2 theaters,N/A,N/A,"Action, Biography, Crime, Drama, Music, Thriller","Mar 3, 2017"
"Intent to Destroy: Death, Denial & Depiction","$13,194",N/A,"$13,194",Abramorama,"$8,699",3 theaters,N/A,N/A,"Documentary, History","Nov 10, 2017"
Birdboy: The Forgotten Children,"$38,786","$13,580","$52,366",GKIDS,"$5,849",9 theaters,N/A,N/A,"Animation, Drama, Sci-Fi","Dec 15, 2017"
Taipei Story,"$12,897",N/A,"$12,897",Janus Films,"$7,333",1 theater,N/A,N/A,Drama,"Mar 17, 2017"
In the Fade,"$321,011","$4,783,980","$5,104,991",Magnolia Pictures,"$10,455",35 theaters,N/A,R,"Crime, Drama, Thriller","Dec 27, 2017"
Charged: The Eduardo Garcia Story,"$15,920",N/A,"$15,920",GathrFilms,N/A,3 theaters,N/A,N/A,"Action, Adventure, Biography, Documentary","Oct 4, 2017"
Legend of the Naga Pearls,"$13,588","$17,261,107","$17,274,695",Well Go USA Entertainment,"$5,122",4 theaters,N/A,N/A,"Action, Adventure, Comedy, Fantasy, Romance","Aug 25, 2017"
The Beatles: Eight Days a Week - The Touring Years,"$2,930,414","$9,353,386","$12,283,800",Abramorama,"$785,336",155 theaters,N/A,N/A,"Documentary, Music","Sep 15, 2016"
Red Trees,"$13,666",N/A,"$13,666",Cohen Media Group,"$10,180",9 theaters,N/A,N/A,Documentary,"Sep 15, 2017"
After Love,"$13,693","$1,714,558","$1,728,251",Distrib Films,$810,5 theaters,N/A,N/A,Drama,"Aug 9, 2017"
Time to Die,"$13,707",N/A,"$13,707",Film Movement,"$3,411",3 theaters,N/A,N/A,"Drama, Western","Sep 15, 2017"
Abracadabra,"$13,975","$2,100,285","$2,114,260",Sony Pictures Entertainment (SPE),"$1,942",10 theaters,N/A,R,"Comedy, Drama, Fantasy, Romance, Thriller","Sep 15, 2017"
The Leisure Seeker,"$3,226,443","$7,245,737","$10,472,180",Sony Pictures Classics,N/A,353 theaters,N/A,R,"Adventure, Comedy, Drama, Romance","Dec 15, 2017"
Brotherhood of Blades 2,"$14,204","$39,951,888","$39,966,092",Well Go USA Entertainment,"$5,296",2 theaters,N/A,N/A,"Action, Adventure, Drama, History, Thriller","Dec 1, 2017"
Antarctica: Ice and Sky,"$14,475",N/A,"$14,475",Music Box Films,N/A,5 theaters,N/A,N/A,"Adventure, Biography, Documentary","Jan 20, 2017"
Vince Giordano: There's a Future in the Past,"$14,807",N/A,"$14,807",First Run,"$6,285",1 theater,N/A,N/A,"Biography, Documentary, History, Music","Jan 13, 2017"
The Farthest,"$14,773","$30,148","$44,921",Abramorama,"$6,900",2 theaters,N/A,N/A,"Documentary, History","Aug 11, 2017"
Paradise,"$14,873","$906,369","$921,242",Film Movement,"$2,401",3 theaters,N/A,N/A,"Drama, War","Oct 6, 2017"
Rebels on Pointe,"$15,088",N/A,"$15,088",Icarus Films,"$3,270",3 theaters,N/A,N/A,Documentary,"Nov 15, 2017"
SHOT! The Psycho-Spiritual Mantra of Rock,"$15,157","$3,138","$18,295",Magnolia Pictures,"$6,694",2 theaters,N/A,N/A,"Biography, Documentary, Music","Apr 7, 2017"
Victor,"$117,755",N/A,"$117,755",CanZion Films,"$38,594",12 theaters,N/A,PG-13,"Biography, Crime, Drama","Sep 15, 2016"
Hunter Gatherer,"$19,462",N/A,"$19,462",Matson Films,N/A,21 theaters,N/A,N/A,Drama,"Nov 18, 2016"
The Wound,"$30,678","$182,365","$213,043",Kino Lorber,N/A,2 theaters,N/A,N/A,"Drama, Romance","Mar 15, 2017"
Miss Sloane,"$3,500,605","$5,600,941","$9,101,546",EuropaCorp,"$59,797","1,648 theaters",N/A,R,Drama,N/A
All the Queen's Horses,"$16,172",N/A,"$16,172",Argot Pictures,"$6,573",1 theater,N/A,N/A,Documentary,"Nov 10, 2017"
Kills On Wheels,"$15,898","$1,697","$17,595",Kino Lorber,$380,1 theater,N/A,N/A,"Action, Comedy, Drama","Oct 20, 2017"
Mission Control: The Unsung Heroes of Apollo,"$16,405",N/A,"$16,405",Independent,N/A,15 theaters,N/A,N/A,"Documentary, History","Apr 14, 2017"
Brave New Jersey,"$16,544",N/A,"$16,544",Gravitas Ventures,"$13,437",14 theaters,N/A,N/A,"Comedy, History","Aug 4, 2017"
The Freedom to Marry,"$16,611",N/A,"$16,611",Argot Pictures,"$6,142",3 theaters,N/A,N/A,Documentary,"Mar 3, 2017"
Swim Team,"$16,783",N/A,"$16,783",Argot Pictures,"$4,024",3 theaters,N/A,N/A,"Documentary, Drama, Family, Sport","Jul 7, 2017"
The Sacrifice,"$61,018",N/A,"$61,018",Kino Lorber,"$4,696",4 theaters,N/A,N/A,Drama,"Oct 20, 2017"
Food Evolution,"$17,181",N/A,"$17,181",Abramorama,"$2,851",3 theaters,N/A,N/A,Documentary,"Jun 23, 2017"
Harmonium,"$17,191","$136,092","$153,283",Film Movement,"$3,453",4 theaters,N/A,N/A,Drama,"Jun 16, 2017"
Sacred,"$17,740",N/A,"$17,740",Argot Pictures,"$4,149",4 theaters,N/A,N/A,Documentary,"May 5, 2017"
Bad Grandmas,"$17,688",N/A,"$17,688",Parade Deck Films,"$3,380",6 theaters,N/A,N/A,"Action, Comedy, Crime","Nov 3, 2017"
The Last Shaman,"$17,844",N/A,"$17,844",Abramorama,"$6,799",4 theaters,N/A,N/A,"Adventure, Documentary, Drama, Family","May 12, 2017"
Mansfield 66/67,"$17,930","$1,460","$19,390",FilmBuff,"$6,451",12 theaters,N/A,N/A,"Biography, Documentary, Musical","Oct 27, 2017"
Glory,"$18,415","$69,313","$87,728",Film Movement,"$3,716",2 theaters,N/A,N/A,Drama,"Apr 12, 2017"
Burden,"$18,440","$1,997","$20,437",Magnolia Pictures,"$3,231",13 theaters,N/A,N/A,"Biography, Documentary","May 5, 2017"
All the Rage,"$18,489",N/A,"$18,489",The Film Collaborative,"$9,765",1 theater,N/A,N/A,"Biography, Documentary, Drama, News","Jun 23, 2017"
Carrie Pilby,"$18,957","$9,473","$28,430",The Orchard,"$13,944",6 theaters,N/A,N/A,"Comedy, Drama","Mar 31, 2017"
Bobbi Jene,"$18,579",N/A,"$18,579",Oscilloscope,"$7,035",3 theaters,N/A,N/A,"Documentary, Drama, Romance","Sep 22, 2017"
Contemporary Color,"$15,305",N/A,"$15,305",Oscilloscope,"$1,451",5 theaters,N/A,PG-13,"Documentary, Music","Mar 1, 2017"
That Most Important Thing: Love,"$19,120",N/A,"$19,120",Rialto Pictures,"$5,370",2 theaters,N/A,N/A,"Drama, Romance","Jul 14, 2017"
Trafficked,"$19,698",N/A,"$19,698",Epic Pictures Group,"$10,413",17 theaters,N/A,R,"Drama, Thriller","Oct 6, 2017"
Heat and Dust,"$19,856",N/A,"$19,856",Cohen Media Group,"$10,289",4 theaters,N/A,N/A,"Drama, Romance","Sep 1, 2017"
The Man from Outer Space,"$20,102",N/A,"$20,102",Indican Pictures,"$1,962",2 theaters,N/A,N/A,Sci-Fi,"Sep 8, 2017"
Absolutely Anything,"$20,169","$6,283,623","$6,303,792",Atlas Distribution Company,N/A,46 theaters,N/A,R,"Comedy, Sci-Fi","May 12, 2017"
Better Watch Out,"$20,369","$155,919","$176,288",Well Go USA Entertainment,"$12,569",25 theaters,N/A,R,"Comedy, Crime, Horror, Thriller","Oct 6, 2017"
RV: Resurrected Victims,"$20,374","$2,249,518","$2,269,892",Well Go USA Entertainment,"$10,589",11 theaters,N/A,N/A,"Action, Mystery, Thriller","Oct 20, 2017"
The Blackcoat's Daughter,"$20,435","$17,913","$38,348",A24,"$12,402",26 theaters,N/A,R,"Horror, Mystery, Thriller","Mar 31, 2017"
All These Sleepless Nights,"$20,762",N/A,"$20,762",The Orchard,"$4,544",5 theaters,N/A,R,"Documentary, Drama","Apr 7, 2017"
Man Underground,"$20,907",N/A,"$20,907",Indican Pictures,"$2,194",5 theaters,N/A,N/A,"Drama, Sci-Fi","Jul 14, 2017"
Whisky Galore,"$20,991","$632,875","$653,866",Arrow Films,N/A,4 theaters,N/A,N/A,"Comedy, Romance","May 12, 2017"
A Beginner's Guide to Snuff,"$21,031",N/A,"$21,031",Indican Pictures,"$5,204",3 theaters,N/A,N/A,"Comedy, Horror, Thriller","Jun 23, 2017"
Massacre on Aisle 12,"$21,106",N/A,"$21,106",Indican Pictures,$967,3 theaters,N/A,N/A,"Comedy, Horror","Jan 27, 2017"
Trophy,"$21,439","$1,114","$22,553",The Orchard,"$3,522",21 theaters,N/A,N/A,Documentary,"Sep 8, 2017"
God Knows Where I Am,"$21,135",N/A,"$21,135",Bond/360,N/A,6 theaters,N/A,N/A,"Biography, Documentary, Drama, History, Mystery","Mar 31, 2017"
The Girl Without Hands,"$21,787","$99,233","$121,020",GKIDS,"$2,916",7 theaters,N/A,N/A,"Animation, Drama, Fantasy","Jul 21, 2017"
The Passion of Joan of Arc,"$21,877",N/A,"$21,877",Janus Films,"$6,408",1 theater,N/A,N/A,"Biography, Drama, History","Nov 24, 2017"
Bending the Arc,"$21,907","$14,679","$36,586",Abramorama,"$3,160",3 theaters,N/A,N/A,Documentary,"Oct 6, 2017"
The Lucky Man,"$25,015",N/A,"$25,015",Indican Pictures,"$4,956",3 theaters,N/A,N/A,"Action, Drama, Sci-Fi","Dec 21, 2017"
The Transfiguration,"$22,091","$6,540","$28,631",Strand Releasing,"$4,605",8 theaters,N/A,N/A,"Drama, Horror","Apr 7, 2017"
Paradise Club,"$22,381",N/A,"$22,381",Indican Pictures,"$1,758",3 theaters,N/A,N/A,"Drama, History","Sep 8, 2017"
Una,"$22,815","$485,354","$508,169",Eammon Films,"$6,120",7 theaters,N/A,R,"Drama, Romance","Oct 6, 2017"
My Scientology Movie,"$22,936","$2,107,930","$2,130,866",Magnolia Pictures,"$11,180",6 theaters,N/A,N/A,Documentary,"Mar 10, 2017"
The Recall,"$22,943","$89,414","$112,357",Freestyle Releasing,"$6,570",31 theaters,N/A,R,"Action, Horror, Mystery, Sci-Fi, Thriller","Jun 2, 2017"
The Grace of Jake,"$23,078",N/A,"$23,078",Indican Pictures,"$4,784",2 theaters,N/A,N/A,"Comedy, Drama, Music","Feb 3, 2017"
Finding Oscar,"$23,116",N/A,"$23,116",FilmRise,"$2,365",16 theaters,N/A,N/A,"Crime, Documentary, Drama, History, Mystery","Apr 14, 2017"
For Ahkeem,"$23,136",N/A,"$23,136",Vitagraph Films,"$10,500",4 theaters,N/A,N/A,Documentary,"Oct 13, 2017"
"A Woman, a Part","$23,562",N/A,"$23,562",Strand Releasing,"$5,869",3 theaters,N/A,N/A,Drama,"Mar 22, 2017"
Queen of Katwe,"$8,874,389","$1,492,772","$10,367,161",Walt Disney Studios Motion Pictures,"$304,933","1,259 theaters","$15,000,000",PG,"Biography, Drama, Sport",N/A
Simple Creature,"$23,918",N/A,"$23,918",Indican Pictures,"$3,006",3 theaters,N/A,N/A,"Horror, Sci-Fi, Thriller","Aug 5, 2017"
Marius/Fanny/César,"$24,787",N/A,"$24,787",Janus Films,"$7,720",1 theater,N/A,N/A,N/A,"Jan 4, 2017"
Jasmine,"$24,248",N/A,"$24,248",Indican Pictures,"$8,358",3 theaters,N/A,N/A,Thriller,"Jun 16, 2017"
Naples '44,"$24,620",$243,"$24,863",First Run,"$6,636",2 theaters,N/A,N/A,"Documentary, War","Nov 29, 2017"
The Departure,"$24,662",N/A,"$24,662",Matson Films,"$4,850",7 theaters,N/A,N/A,Documentary,"Oct 13, 2017"
Paradise,"$24,749",N/A,"$24,749",Carusel,"$11,845",5 theaters,N/A,N/A,"Drama, War","Nov 17, 2017"
Saving Brinton,"$56,218",N/A,"$56,218",Barn Owl Pictures,"$2,690",10 theaters,N/A,N/A,Documentary,"Sep 17, 2017"
The Old Dark House,"$25,678","$8,971","$34,649",Cohen Media Group,N/A,1 theater,N/A,N/A,"Comedy, Horror, Thriller","Oct 27, 2017"
They Call us Monsters,"$26,080",N/A,"$26,080",Matson Films,N/A,8 theaters,N/A,N/A,Documentary,"Jan 9, 2017"
30 Years of Garbage: The Garbage Pail Kids Story,"$27,739",N/A,"$27,739",Indican Pictures,"$5,030",2 theaters,N/A,N/A,Documentary,"Aug 11, 2017"
The Crime of Monsieur Lange,"$36,438","$1,564","$38,002",Rialto Pictures,"$9,633",3 theaters,N/A,N/A,"Comedy, Crime, Drama","Nov 17, 2017"
The Untamed,"$27,593","$33,656","$61,249",Strand Releasing,"$2,718",8 theaters,N/A,N/A,"Drama, Horror, Mystery, Sci-Fi, Thriller","Jul 21, 2017"
Radio Dreams,"$27,836",N/A,"$27,836",Matson Films,"$2,712",5 theaters,N/A,N/A,"Comedy, Drama","May 19, 2017"
The Villainess,"$27,741","$8,709,717","$8,737,458",Well Go USA Entertainment,"$4,238",4 theaters,N/A,N/A,"Action, Crime, Drama, Thriller","Aug 25, 2017"
Mali Blues,"$26,950",N/A,"$26,950",Icarus Films,N/A,5 theaters,N/A,N/A,"Documentary, Music","Feb 13, 2017"
Ribbons,"$27,959",N/A,"$27,959",Indican Pictures,"$5,715",5 theaters,N/A,N/A,Thriller,"Sep 22, 2017"
Berlin Syndrome,"$28,660","$369,123","$397,783",Vertical Entertainment,"$22,916",25 theaters,N/A,R,"Drama, Horror, Mystery, Thriller","May 26, 2017"
False Confessions,"$29,245","$26,920","$56,165",Big World Pictures,"$7,361",3 theaters,N/A,N/A,"Comedy, Drama","Jul 14, 2017"
Lemon,"$29,258",N/A,"$29,258",Magnolia Pictures,"$5,957",13 theaters,N/A,N/A,"Comedy, Drama","Aug 18, 2017"
Signature Move,"$31,551",N/A,"$31,551",Newcity,"$18,935",2 theaters,N/A,N/A,"Comedy, Drama, Romance","Sep 29, 2017"
In Pursuit of Silence,"$29,834","$12,079","$41,913",The Cinema Guild,"$5,141",2 theaters,N/A,N/A,Documentary,"Jun 23, 2017"
Uncertain,"$29,736",N/A,"$29,736",Lucid Dreaming Inc.,N/A,6 theaters,N/A,N/A,"Comedy, Documentary, Drama","Mar 6, 2017"
On the Beach at Night Alone,"$37,489","$391,670","$429,159",The Cinema Guild,"$7,594",3 theaters,N/A,N/A,Drama,"Nov 17, 2017"
Deep Sea,"$46,412,757","$51,818,148","$98,230,905",Warner Bros.,"$700,213",47 theaters,N/A,G,"Documentary, Short","Mar 3, 2006"
No Greater Love,"$30,247",N/A,"$30,247",Atlas Distribution Company,"$21,520",22 theaters,N/A,N/A,Documentary,"Nov 10, 2017"
Dealt,"$30,414",N/A,"$30,414",IFC Films,"$4,293",10 theaters,N/A,N/A,"Biography, Documentary","Oct 20, 2017"
7 Witches,"$31,100",N/A,"$31,100",Indican Pictures,"$1,875",4 theaters,N/A,N/A,"Horror, Thriller","Apr 21, 2017"
XX,"$30,911","$24,757","$55,668",Magnolia Pictures,"$6,222",16 theaters,N/A,R,Horror,"Feb 17, 2017"
Sidemen: Long Road to Glory,"$31,399",N/A,"$31,399",Abramorama,"$6,120",6 theaters,N/A,N/A,"Biography, Documentary, History, Music","Aug 18, 2017"
Super Dark Times,"$33,109",N/A,"$33,109",The Orchard,"$19,328",21 theaters,N/A,N/A,"Crime, Drama, Horror, Thriller","Sep 29, 2017"
Alone in Berlin,"$33,125","$1,172,473","$1,205,598",IFC Films,"$8,869",5 theaters,N/A,R,"Drama, History, War","Jan 13, 2017"
Wasted! The Story of Food Waste,"$33,211",N/A,"$33,211",Super,"$17,189",11 theaters,N/A,N/A,Documentary,"Oct 13, 2017"
